track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,decade
7wOYkGmt7CUOnq0aheyFzY,Destiny,Reggio,33,0QqZAG1Obz74RXC3NyteWL,Destiny,2019-01-25,Big Room 2019,6SrHyxIxWfQx9ISEr6yowk,edm,big room,0.568,0.901,6,-6.122,0,0.397,0.00222,0.0229,0.332,0.248,127.98,164180,2000
3Kmcm8m9i6Be5LuWYgt47G,Feels Like,Vicetone,46,4yhjVbcZ6Gr89tbjQENMZh,Elements,2019-02-22,Big Room 2019,6SrHyxIxWfQx9ISEr6yowk,edm,big room,0.539,0.715,9,-3.809,0,0.0377,0.289,0,0.348,0.496,128.073,191611,2000
0gbedKbKjiLj47RCTM94s5,Our Nation - Corey James Remix,Dada Life,10,1yOKW090xo0MMxcnP80n3y,Our Nation (The Remixes),2019-02-08,Big Room 2019,6SrHyxIxWfQx9ISEr6yowk,edm,big room,0.668,0.9,0,-6.839,1,0.0657,0.00196,0.00104,0.0957,0.191,127.992,247493,2000
3Uz8ZcQdlOF2qE6q1rcVpw,Bonbon,Era Istrefi,3,4uIaRaxzgzgfaV2pBQJNXN,Bonbon,2016-03-07,@deniceemoberg EDM - POP REMIXES,2fbrY1tuoW8Uji14H7623k,edm,pop edm,0.632,0.681,0,-5.023,0,0.115,0.128,1.53e-5,0.116,0.633,126.477,167000,2000
5LKD8mEriZm3VPt0VmrGz1,The Fairytale,Marcus Mouya,20,3r9tbk3fmXnX3pkGnr2dA7,The Fairytale,2016-02-12,@deniceemoberg EDM - POP REMIXES,2fbrY1tuoW8Uji14H7623k,edm,pop edm,0.629,0.918,9,-5.191,0,0.0546,0.161,0.824,0.308,0.211,128.055,148840,2000
7LEAJRQzeI6buHaqrIIcyE,Right here,Maxess,20,6Nlwg1qhMPTvjoGO5s4iFY,Right here,2016-03-04,@deniceemoberg EDM - POP REMIXES,2fbrY1tuoW8Uji14H7623k,edm,pop edm,0.523,0.712,3,-6.099,1,0.0342,0.0021,2.67e-4,0.107,0.184,91.983,202002,2000
1T5EJGONAnpiMikThDYNdH,Walking With Shadows,John Dahlbäck,23,4d0a9MZ4pQEmdaMlAL473l,Saga,2016-01-29,@deniceemoberg EDM - POP REMIXES,2fbrY1tuoW8Uji14H7623k,edm,pop edm,0.719,0.933,10,-4.274,1,0.0606,0.176,0.00182,0.295,0.373,125.088,214223,2000
1nO67wic65N413c11zKxM7,Silhouettes - Original Radio Edit,Avicii,12,6VG7t4lyDUUfrg6s9Ei6iB,Silhouettes,2012-01-01,@deniceemoberg EDM - POP REMIXES,2fbrY1tuoW8Uji14H7623k,edm,pop edm,0.605,0.8,5,-6.235,0,0.0545,0.155,0.0562,0.121,0.836,128.074,211880,2000
25p4sb84FOZduVbpGRsh9v,Hey Hey - Gianni Kosta Remix,BYNON,24,1KKQP8Hmp1VloV7Be6jrzd,Hey Hey (Gianni Kosta Remix),2015-10-23,@deniceemoberg EDM - POP REMIXES,2fbrY1tuoW8Uji14H7623k,edm,pop edm,0.756,0.567,11,-8.244,0,0.0487,0.00173,0.0855,0.069,0.626,121.999,245501,2000
1fu2VjMQQlOGXcESeA8Yd5,I Feel You,Marcus Mouya,14,1H9d5p3XWixlIdGTnqkzJL,Love is Love,2015-07-15,@deniceemoberg EDM - POP REMIXES,2fbrY1tuoW8Uji14H7623k,edm,pop edm,0.583,0.855,2,-4.712,1,0.0508,0.0208,0.168,0.458,0.0939,128.042,217510,2000
0F4KUDXmPhAP71ULvS5RAZ,Trippin - Dëëp Hamilton Remix,Hedvig,0,7C58obf2ChVxtgFXNeM6nn,Trippin (Dëëp Hamilton Remix),2015-08-08,@deniceemoberg EDM - POP REMIXES,2fbrY1tuoW8Uji14H7623k,edm,pop edm,0.774,0.761,0,-6.644,1,0.103,0.273,0.639,0.038,0.77,103.982,208000,2000
5dMDYyq1czyZ7FrEzMjARZ,Oblivion - DVN & LEVI Remix,DVN,24,5vPosNEBmHeKLudy5MOMVa,Oblivion,2015-06-22,@deniceemoberg EDM - POP REMIXES,2fbrY1tuoW8Uji14H7623k,edm,pop edm,0.687,0.649,0,-7.006,1,0.0456,0.0639,0.0032,0.0726,0.586,100.012,237600,2000
3hbqfLW3FRFV5CQqdwNtoH,Think Before You Talk,Chad Cooper,39,6xposJDWxgJdnsbzUXgcyO,Think Before You Talk,2020-01-10,EDM House & Dance,5CTzufLc0f6MufjKYrIaoO,edm,pop edm,0.747,0.614,2,-4.821,1,0.0414,0.03,0,0.132,0.247,105.041,157714,2000
61ZM92T2zaXIVsqncThQzC,In Your Eyes (feat. Alida),Robin Schulz,74,7Aq8cN8Br8AHcDqC327dlV,In Your Eyes (feat. Alida),2020-01-10,EDM House & Dance,5CTzufLc0f6MufjKYrIaoO,edm,pop edm,0.57,0.672,8,-5.89,0,0.0723,0.177,0,0.0768,0.448,120.019,208222,2000
2Aomjzc0qNjk4uc3JYGxgc,Fades Away - Tribute Concert Version,Avicii,71,3gtlfmfpJjdhUdpfeqj8KO,Fades Away (feat. MishCatt) [Tribute Concert Version],2019-12-05,EDM House & Dance,5CTzufLc0f6MufjKYrIaoO,edm,pop edm,0.595,0.549,0,-7.733,1,0.104,0.132,1.45e-5,0.0873,0.165,134.493,172559,2000
6Awv1Nngm0jZbhklY07xSB,I Can't Get No,JETFIRE,42,0SPNTXw2C3ZXnLpBaxyX5H,I Can't Get No,2019-08-30,EDM House & Dance,5CTzufLc0f6MufjKYrIaoO,edm,pop edm,0.592,0.85,7,-2.916,0,0.084,0.268,3.46e-5,0.262,0.312,128.061,172500,2000
40vCMTDaDwwpf7DyBlmgEj,Menage A Trois,LIZOT,67,4MpNQl6p23pbhKpvrv8EPo,Menage A Trois,2019-12-13,EDM House & Dance,5CTzufLc0f6MufjKYrIaoO,edm,pop edm,0.672,0.896,10,-5.278,1,0.0657,0.122,0.00418,0.0608,0.483,123.941,168508,2000
5XrcR72Zz11SKyHnwnemXY,Lucky Star,Adaptiv,42,1ZcoMOWQCshjSjWFltcB3V,Lucky Star,2019-12-06,EDM House & Dance,5CTzufLc0f6MufjKYrIaoO,edm,pop edm,0.644,0.89,1,-3.244,0,0.0295,0.0712,0.00159,0.162,0.448,125.011,192000,2000
7fvUMiyapMsRRxr07cU8Ef,Beautiful People (feat. Khalid) - Jack Wins Remix,Ed Sheeran,67,2yiy9cd2QktrNvWC2EUi0k,Beautiful People (feat. Khalid) [Jack Wins Remix],2019-07-11,Pop EDM Remixes,4aUEH3uhbofktrFkXOOaKj,edm,pop edm,0.675,0.919,8,-5.385,1,0.127,0.0799,0,0.143,0.585,124.982,163049,2000
4RgDgaohkG08f630ZT9QKc,Body - Dzeko Remix,Loud Luxury,67,27BS0fcfFoF6hNMdJZPMRR,Body (Dzeko Remix),2018-08-27,Pop EDM Remixes,4aUEH3uhbofktrFkXOOaKj,edm,pop edm,0.653,0.946,5,-3.757,0,0.0556,0.00812,2.07e-4,0.126,0.653,125.966,165714,2000
3cNKEvmeeVjDoQwKM7Phvs,Want You Back - Tritonal Remix,5 Seconds of Summer,34,4yFeV0hoRIZ136SarXujdf,Want You Back (Tritonal Remix),2018-04-06,Pop EDM Remixes,4aUEH3uhbofktrFkXOOaKj,edm,pop edm,0.566,0.853,0,-3.57,1,0.0785,0.223,0,0.273,0.588,97.946,206939,2000
722N7OOvzhtyUEimkeu91r,Strangers - Jonas Blue Remix,Sigrid,46,6gFGZ3oemnpkvCw6BIyHKI,Strangers (Jonas Blue Remix),2018-02-16,Pop EDM Remixes,4aUEH3uhbofktrFkXOOaKj,edm,pop edm,0.716,0.867,11,-4.29,0,0.0325,0.0704,9.84e-4,0.0745,0.472,115.023,192323,2000
1UMkDtIWHTetifSaL8Ij4J,New - Mokita & GOLDHOUSE Remix,Daya,31,79psU3d07pk56DubgzbO2q,New (Mokita & GOLDHOUSE Remix),2017-11-17,Pop EDM Remixes,4aUEH3uhbofktrFkXOOaKj,edm,pop edm,0.687,0.813,0,-4.663,1,0.0669,0.0454,9.96e-6,0.41,0.525,109.047,222385,2000
1p1bI4uv0hxFmzfF57no5F,Sun Is Dark,Noize Generation,0,0gw3a4kThbLUcoyMfForTy,Sun Is Dark,2018-10-12,EDM 2019,1T0ed6Mg0QIruHvcoWWIKy,edm,pop edm,0.729,0.884,9,-5.302,0,0.0492,0.00552,0.176,0.316,0.721,124.974,149177,2000
0cge96qsW6ifXppeiiRIGd,How You Love Me (feat. Conor Maynard & Snoop Dogg),Hardwell,61,3kNqyGs0ClVvkU9RECw5xb,How You Love Me (feat. Conor Maynard & Snoop Dogg),2018-12-07,EDM 2019,1T0ed6Mg0QIruHvcoWWIKy,edm,pop edm,0.775,0.723,0,-4.095,1,0.0468,0.282,3.71e-4,0.126,0.756,104.991,194286,2000
592JiALLj5xL5Z6LuMmaOV,Spaceship (feat. Uffie) - MOTi Remix,Galantis,65,0RekAKOcexNf6alzxOOzzv,Spaceship (feat. Uffie) [Remixes],2018-06-19,EDM 2019,1T0ed6Mg0QIruHvcoWWIKy,edm,pop edm,0.507,0.883,2,-5.043,0,0.118,0.0503,1.86e-5,0.382,0.219,125.989,189524,2000
37pmMCR4KBMXLTZ4uBrLTR,Drop To The Floor,Hardwell,61,00YXCy07JtImfl3xB1m5X2,Hardwell presents Revealed Vol. 10,2019-08-30,EDM 2019,1T0ed6Mg0QIruHvcoWWIKy,edm,pop edm,0.769,0.995,2,-0.57,1,0.265,0.0322,0,0.279,0.237,127.97,185625,2000
7umKLymxjX0kau3kE4yjse,Me and You,Cotone,36,2SpnpTtUCSUmLMPW2hTRsu,Me and You,2019-12-06,EDM 2019,1T0ed6Mg0QIruHvcoWWIKy,edm,pop edm,0.519,0.725,0,-5.836,0,0.0431,0.213,9.26e-6,0.0994,0.577,119.735,180000,2000
1mDLznlo64yN2E2Tu8peI1,Hands Up,City Wolf,40,4XzS4zHLKAFAdACjwBV4X8,Hands Up,2019-12-04,Waves Pop and EDM,64k01l4j6QtnZ8jMaI84AA,edm,pop edm,0.518,0.863,7,-3.458,1,0.0687,0.0446,0,0.239,0.506,159.897,204016,2000
4rq0LPiVhznkmi4ajls5QA,riding on,Akane Hatanaka,1,7xNZERZPy0Pp3YaR09h7Yu,riding on,2019-08-24,Waves Pop and EDM,64k01l4j6QtnZ8jMaI84AA,edm,pop edm,0.617,0.624,11,-6.479,0,0.0358,0.81,0.00916,0.0792,0.761,103.988,208846,2000
7g7U6FdwzwULiuUnZlQ0dV,Easy Come,Erkki.R,42,3vMnD5XN8GcbuUTsDi8dJX,Easy Come,2019-09-16,Waves Pop and EDM,64k01l4j6QtnZ8jMaI84AA,edm,pop edm,0.611,0.749,8,-4.301,1,0.0334,0.00917,0,0.242,0.21,94.994,159789,2000
62Q1gwEGDU9pbOhvmMVq0C,Eine Keine Meine,Sammy Milo,28,5MnJA7Ene73oHQ9QwgGxIn,Eine Keine Meine,2019-08-09,Waves Pop and EDM,64k01l4j6QtnZ8jMaI84AA,edm,pop edm,0.63,0.612,0,-6.451,1,0.0311,0.318,2.47e-4,0.321,0.388,89.01,276089,2000
2IlbSdCg6QAVo5BpqpvJzx,I Swear,Zee Krayski,0,79YjNrjAZx8GkjNTlRwaFB,I Swear,2018-08-03,Waves Pop and EDM,64k01l4j6QtnZ8jMaI84AA,edm,pop edm,0.599,0.823,9,-6.686,1,0.0919,0.00997,0,0.252,0.538,121.993,204595,2000
16QlvcrfQPyRLfbxcXu0VG,Therapy,Timmy Trumpet,69,6zZDKjrm9LeK9F1MgochAH,Therapy,2019-10-31,EDM 2020 House & Dance,25ButZrVb1Zj1MJioMs09D,edm,pop edm,0.504,0.896,10,-6.249,0,0.044,0.00183,0.0284,0.134,0.0393,149.936,150753,2000
5dS2dvXVPe7AR6UwBpnomW,Make It To Heaven (with Raye),David Guetta,72,3YgpLKWG2xfjEe8vVfcn13,Make It To Heaven (with Raye),2019-11-21,EDM 2020 House & Dance,25ButZrVb1Zj1MJioMs09D,edm,pop edm,0.587,0.92,0,-4.697,0,0.0914,0.0936,0.073,0.185,0.35,126.035,172381,2000
1CW7tYkpJ95c7bQkRf6CcK,I Wanna Dance,Jonas Blue,67,3niF8tyjfJw8pmfc6VYKGa,I Wanna Dance,2019-07-19,EDM 2020 House & Dance,25ButZrVb1Zj1MJioMs09D,edm,pop edm,0.825,0.841,0,-6.433,1,0.135,0.0906,0.00411,0.258,0.616,126.026,184582,2000
1Gx4ufVcxcGxMTBVGYoRpy,With You,Rammor,41,4NYAiyQyocOrYXtt9uEjWl,With You,2020-01-10,EDM 2020 House & Dance,25ButZrVb1Zj1MJioMs09D,edm,pop edm,0.498,0.549,6,-10.394,1,0.0359,0.00901,4.38e-5,0.735,0.0836,115.026,178000,2000
5maiCdBRKITzSbx4mdyy8r,Where Is the Love (Wave Remix),Alex Martura,53,14xqRXUgeMTfpuTi6DBJkR,Where Is the Love (Wave Remix),2019-04-23,Pop Hits 2000-2019,6mtYuOxzl58vSGnEDtZ9uB,edm,pop edm,0.793,0.645,2,-9.815,0,0.0443,0.531,2.1e-4,0.1,0.365,115.98,184138,2000
6AFzla9oPYEXdP8zf2GfdN,Good Girl,Jamballaz,36,37ntB52etMKEj2OtmgsR1X,Good Girl,2019-12-10,Pop Hits 2000-2019,6mtYuOxzl58vSGnEDtZ9uB,edm,pop edm,0.798,0.735,9,-6.718,1,0.0724,0.00534,3.26e-6,0.118,0.0465,119.978,211500,2000
7KMWYoVzdxVqbWzDqfjw6P,Boom,Lucus,52,0Mud9FD1PBanCjgy7d0a4n,Boom,2019-12-02,Pop Hits 2000-2019,6mtYuOxzl58vSGnEDtZ9uB,edm,pop edm,0.677,0.389,7,-9.342,1,0.117,0.345,4.34e-5,0.0893,0.507,100.009,153892,2000
3Dl4yNr9PjXd0vtDgyy2st,Overdose,Phi11a,47,4cuGCQmf4QN99A37gmbytX,Overdose,2019-09-27,Pop Hits 2000-2019,6mtYuOxzl58vSGnEDtZ9uB,edm,pop edm,0.74,0.888,1,-4.23,1,0.16,0.314,5.13e-6,0.0839,0.23,125.652,125997,2000
7wch5iJo4JFtmrRfPVUBr1,Youth Memories,Fljúga,56,1iHncXwENs5HdbP4bKM7FC,Youth Memories,2019-08-16,Pop Hits 2000-2019,6mtYuOxzl58vSGnEDtZ9uB,edm,pop edm,0.678,0.355,11,-10.102,0,0.0354,0.676,0.17,0.0912,0.158,80.982,183648,2000
1FvOiE8MGWB8MUCAPvro3h,Flowers,Jacob Tillberg,50,6qUFkYctUITXkByoa80xbi,Flowers,2019-03-24,Pop Hits 2000-2019,6mtYuOxzl58vSGnEDtZ9uB,edm,pop edm,0.754,0.652,11,-4.924,0,0.0308,0.174,0,0.113,0.474,95.006,192013,2000
2tmOwjRr3ZzEPtwIgCoM0s,Psycho,metr,48,46c4FnJOj3d3Vyjc9ACvTA,Psycho,2019-05-23,Pop Hits 2000-2019,6mtYuOxzl58vSGnEDtZ9uB,edm,pop edm,0.604,0.851,10,-7.593,0,0.0405,0.00136,2.28e-4,0.167,0.144,127.97,214224,2000
5F65SKdHWD9l4Nl4kgMcWG,Outside - Hardwell Remix,Calvin Harris,38,3SeFkF7fa4RNRxfH4DSvoS,Outside (Remixes),2015-04-10,EDM - pop remixes,0cvVad4XizGbOS0vlwZYS5,edm,pop edm,0.512,0.986,2,-3.04,0,0.0387,6.78e-4,0.00357,0.0463,0.167,127.997,296240,2000
3Ibuw6J8n0axsBfX8zMqSr,Are You with Me - Dash Berlin Radio Edit,Lost Frequencies,37,6x6s8sFLLGoKEVsLCx9I7x,Are You With Me (Dash Berlin Radio Edit),2015-05-15,EDM - pop remixes,0cvVad4XizGbOS0vlwZYS5,edm,pop edm,0.532,0.757,8,-3.056,1,0.0545,0.229,0,0.187,0.638,128.053,168095,2000
1KtU0WCq472KzqCXgMOxkS,That's What I Like - Alan Walker Remix,Bruno Mars,63,6LD3J50OxLEQbAB8ahoj1S,That's What I Like (Alan Walker Remix),2017-04-20,EDM - pop remixes,0cvVad4XizGbOS0vlwZYS5,edm,pop edm,0.692,0.896,1,-4.017,1,0.0502,0.0121,6.59e-5,0.199,0.798,134.056,195889,2000
5YncMl3WSmzvwkiIU2K8cl,Symphony (feat. Zara Larsson) - R3hab Remix,Clean Bandit,48,6gvHLHHX9Aca3kvvW7PLIS,Symphony (feat. Zara Larsson) [R3hab Remix],2017-05-12,EDM - pop remixes,0cvVad4XizGbOS0vlwZYS5,edm,pop edm,0.632,0.826,0,-4.342,0,0.0486,0.027,4.77e-5,0.0949,0.679,141.925,159338,2000
1rgnBhdG2JDFTbYkYRZAku,Dance Monkey,Tones and I,79,31IDBea3eEs57a0joX6TjN,Dance Monkey,2019-05-10,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,edm,pop edm,0.825,0.593,6,-6.401,0,0.0988,0.688,1.61e-4,0.17,0.54,98.078,209755,2000
3yOlyBJuViE2YSGn3nVE1K,My Oh My (feat. DaBaby),Camila Cabello,94,3Vsbl0diFGw8HNSjG8ue9m,Romance,2019-12-06,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,edm,pop edm,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-5,0.0887,0.383,105.046,170746,2000
7hJmJGSut55cp4jISbAUiV,Mad Money,Dave Nazza,29,5ea9otJcPJBnARt46i70Up,Mad Money,2019-11-08,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,edm,pop edm,0.801,0.762,7,-5.875,1,0.0475,0.1,0,0.206,0.391,110.014,170635,2000
5n8Y78Pl5q8lqS7sJP61qw,Relógio Parado (Ao Vivo),Diego & Arnaldo,78,60uEVgPGWNBFOYH8EcJglb,Relógio Parado (Ao Vivo),2019-10-11,Verão 2020 | Pop | Funk | Sertanejo | EDM | Top Hits 2019 - As Mais Tocadas,5HmZtuuIDMtIy21kylqhx6,edm,pop edm,0.741,0.943,1,-1.401,1,0.0456,0.0486,0,0.965,0.725,124.984,180736,2000
7LzouaWGFCy4tkXDOOnEyM,Liar,Camila Cabello,87,3xgS4rfthlsvhW7J2WLiiR,Liar,2019-09-04,Verão 2020 | Pop | Funk | Sertanejo | EDM | Top Hits 2019 - As Mais Tocadas,5HmZtuuIDMtIy21kylqhx6,edm,pop edm,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,207039,2000
6u7jPi22kF8CTQ3rb9DHE7,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,40,38kpkGLuPr1nNfD3iEyOlJ,Old Town Road,2019-04-05,Verão 2020 | Pop | Funk | Sertanejo | EDM | Top Hits 2019 - As Mais Tocadas,5HmZtuuIDMtIy21kylqhx6,edm,pop edm,0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,157067,2000
4v6SAnzwEr7s2m0gFQnJFJ,Áudio - Ao Vivo em Brasília,Diego & Victor Hugo,60,6PlcH8kJmbJIagbWVuqHz7,Diego & Victor Hugo Ao Vivo em Brasília,2019-07-12,Verão 2020 | Pop | Funk | Sertanejo | EDM | Top Hits 2019 - As Mais Tocadas,5HmZtuuIDMtIy21kylqhx6,edm,pop edm,0.605,0.812,11,-4.699,1,0.0403,0.515,0,0.419,0.451,110.081,190245,2000
1AfNdxHdE4OLcnQUyC6j3i,Eterna Sacanagem,MC JottaPê,74,1Puqth90US8OUV5TykdXMF,Eterna Sacanagem,2019-10-18,Verão 2020 | Pop | Funk | Sertanejo | EDM | Top Hits 2019 - As Mais Tocadas,5HmZtuuIDMtIy21kylqhx6,edm,pop edm,0.558,0.675,8,-4.564,1,0.484,0.501,0,0.106,0.769,92.678,168800,2000
4Gy6pnhY9GGE3nqD3d0CmU,Too Close,Ria Mae,66,1qndvyChhfvNmTWNi7eLiE,Too Close,2019-10-16,Verão 2020 | Pop | Funk | Sertanejo | EDM | Top Hits 2019 - As Mais Tocadas,5HmZtuuIDMtIy21kylqhx6,edm,pop edm,0.483,0.667,8,-6.243,1,0.0912,0.0715,0,0.0676,0.64,96.028,147741,2000
0BVRi6cizWdDrLRmKI0qsw,Chupadinha,Os Barões Da Pisadinha,67,78bF9Buy4XNQ30js6Knv89,Você Não Me Deu Moral,2019-09-26,Verão 2020 | Pop | Funk | Sertanejo | EDM | Top Hits 2019 - As Mais Tocadas,5HmZtuuIDMtIy21kylqhx6,edm,pop edm,0.723,0.844,0,-6.39,0,0.0402,0.646,0,0.0744,0.967,172.095,150047,2000
6vBdBCoOhKHiYDDOcorfNo,Goodbyes (Feat. Young Thug),Post Malone,51,4FFBjcmX06VmazABtpRMyv,Goodbyes (Feat. Young Thug),2019-07-05,2010 - 2011 - 2012 - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 TOP HITS,2DjIfVDXGYDgRxw7IJTKVb,edm,pop edm,0.58,0.653,5,-3.818,1,0.0745,0.447,0,0.111,0.175,150.231,174960,2000
6kPJZM97LwdG9QIsT7khp6,Solo (feat. Demi Lovato),Clean Bandit,80,1q7a5wZeti0neU2jDn8Dz3,Solo (feat. Demi Lovato),2018-05-17,2010 - 2011 - 2012 - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 TOP HITS,2DjIfVDXGYDgRxw7IJTKVb,edm,pop edm,0.737,0.636,11,-4.546,0,0.0437,0.0441,6.66e-5,0.35,0.565,105.005,222653,2000
1zxTt2e9Aj0DCwosx0EtGO,Easy on Me,R-Cue,35,01GXagELExsfYmrdJ2kgh7,Easy on Me,2019-11-01,2010 - 2011 - 2012 - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 TOP HITS,2DjIfVDXGYDgRxw7IJTKVb,edm,pop edm,0.499,0.672,10,-5.38,1,0.0374,0.539,0,0.106,0.478,92.984,217097,2000
5sAtmnbTB77xXgqb2UHhxC,Kinetic Collector,Boo Riley,36,5eFd4nAIEvB2E611Bjzuw7,Kinetic Collector,2017-04-09,2010 - 2011 - 2012 - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 TOP HITS,2DjIfVDXGYDgRxw7IJTKVb,edm,pop edm,0.551,0.765,1,-5.844,1,0.0368,0.00376,0.0128,0.0836,0.635,147.901,192757,2000
09CtPGIpYB4BrO8qb1RGsF,Sorry,Justin Bieber,81,6Fr2rQkZ383FcMqFyT7yPr,Purpose (Deluxe),2015-11-13,2010 - 2011 - 2012 - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 TOP HITS,2DjIfVDXGYDgRxw7IJTKVb,edm,pop edm,0.654,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,200787,2000
4LCOHlJqbILfOrYvAdgJbs,불타오르네 FIRE,BTS,0,1FLcN9j76qlfLYT5KIlK1X,화양연화 The Most Beautiful Moment In Life: Young Forever,2016-05-02,K-Crazy Michioso Tunes,37i9dQZF1DWUXxc8Mc6MmJ,edm,pop edm,0.428,0.708,10,-3.551,0,0.168,0.00262,0,0.121,0.552,199.827,203430,2000
0eeeyCAGnGZInPtpkdYiPa,Jamais Vu,BTS,71,1AvXa8xFEXtR3hb4bgihIK,MAP OF THE SOUL : PERSONA,2019-04-12,K-Crazy Michioso Tunes,37i9dQZF1DWUXxc8Mc6MmJ,edm,pop edm,0.608,0.47,8,-6.73,1,0.0428,0.226,0,0.0963,0.241,81,227275,2000
0De99H6O0aCS9EA9c3LS0Y,THE BADDEST FEMALE 나쁜 기집애,CL,0,2cTg8bMLsSo96QZhE7RvO8,THE BADDEST FEMALE,2013-11-05,K-Crazy Michioso Tunes,37i9dQZF1DWUXxc8Mc6MmJ,edm,pop edm,0.725,0.84,9,-4.861,1,0.0583,0.00456,0,0.337,0.675,140.054,223034,2000
55M6WlPDc8WID9UcmWjbYM,Lilili Yabbay,SEVENTEEN,54,5aHdNainJWMc3n2AqfiOg5,"SEVENTEEN 2ND ALBUM 'TEEN, AGE'",2017-11-06,K-Crazy Michioso Tunes,37i9dQZF1DWUXxc8Mc6MmJ,edm,pop edm,0.604,0.898,6,-2.495,0,0.284,0.0463,5.94e-6,0.262,0.511,112.135,211191,2000
66aARQw7C7lLT0YSqGs4mT,Can't Stop It,Justin Prime,29,254U13JvjCjl5F9STz09oh,Can't Stop It,2019-03-22,EDM Trap,7CEEEMKV41x0RlFCXWdvKF,edm,pop edm,0.656,0.751,7,-3.864,0,0.0524,0.31,0,0.164,0.462,112.032,173036,2000
125fu86ET6qNRcnQvNKbqZ,Perfect Mess,Steve Void,31,5Ncuq9k17bj5DPJnmQ3Jfd,Perfect Mess,2017-11-03,EDM Trap,7CEEEMKV41x0RlFCXWdvKF,edm,pop edm,0.651,0.574,0,-3.962,1,0.0331,0.311,0,0.0952,0.562,139.984,216047,2000
5uRjHOMFT16RS1f8ZNlkzm,Think Of Me,Felix Palmqvist,35,4UV7TfNU5THLhrUygxHZjP,Think Of Me,2017-10-20,EDM Trap,7CEEEMKV41x0RlFCXWdvKF,edm,pop edm,0.499,0.61,1,-4.48,1,0.031,0.606,1.81e-5,0.0693,0.299,155.212,185000,2000
1vMPOXedoeZCtHzBB2Vart,We Won't Leave You,Steve Void,7,6SPPzbQ4PJVXvpLJMQtED3,We Won't Leave You,2017-08-04,EDM Trap,7CEEEMKV41x0RlFCXWdvKF,edm,pop edm,0.46,0.658,10,-5.692,0,0.0351,0.0931,4.32e-4,0.0777,0.142,86.122,189778,2000
4IhZN36ncIl66lToIQbqMI,Flame - Steve James Remix,Tinashe,27,5wfevG65FDgfa2pwPC4B7H,Flame (Steve James Remix),2017-06-30,EDM Trap,7CEEEMKV41x0RlFCXWdvKF,edm,pop edm,0.643,0.646,5,-7.155,1,0.0655,0.138,1.34e-5,0.132,0.531,88.866,192135,2000
5l5IJdcDFbI943jIp2k2ZG,You,Charlie Who?,41,0HsODJGERt6dNZmY6jmKah,You,2017-04-14,EDM Trap,7CEEEMKV41x0RlFCXWdvKF,edm,pop edm,0.467,0.708,7,-5.252,0,0.0842,0.0329,0,0.104,0.496,200.001,179000,2000
190jyVPHYjAqEaOGmMzdyk,Beauty And A Beat,Justin Bieber,72,70f70xLCpH7wHaVvB2oZT9,Believe (Deluxe Edition),2012-01-01,2015 songs,6UJw1egIcZVfrBmcKs5uHH,edm,pop edm,0.601,0.843,0,-4.87,1,0.0593,7.04e-4,5.27e-5,0.0681,0.534,128.002,227987,2000
6ILsOdeN5cv3M0tp0ootWF,Painkiller (feat. Meghan Trainor),Jason Derulo,51,59eUYETmE1zi31ESb3SUkI,Everything Is 4,2015-05-29,2015 songs,6UJw1egIcZVfrBmcKs5uHH,edm,pop edm,0.739,0.703,4,-5.897,0,0.0359,0.0123,0,0.53,0.561,128.041,203600,2000
7JJmb5XwzOO8jgpou264Ml,There's Nothing Holdin' Me Back,Shawn Mendes,82,3wBabo4pmzsYjALMSKY7Iq,Illuminate (Deluxe),2017-04-20,2015 songs,6UJw1egIcZVfrBmcKs5uHH,edm,pop edm,0.866,0.813,11,-4.063,0,0.0554,0.38,0,0.0779,0.969,121.998,199440,2000
